 36.290 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
 local_time in Africa/Dar_es_Salaam, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC,,,,,,,,,,,,,
" ""local_time"": ""Africa/Dar_es_Salaam"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""unknown"""," ""irradiance_diffuse"": ""unknown"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""-5.595276516619589"""," ""lon"": ""36.290240018721526"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""60"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""10"""," ""azim"": ""180"""," ""raw"": true}}"
local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
9/14/2019 23:00,0,0,0,17.998,,,,,,,,,,,,,
9/15/2019 0:00,0,0,0,17.313,,,,,,,,,,,,,
9/15/2019 1:00,0,0,0,16.884,,,,,,,,,,,,,
9/15/2019 2:00,0,0,0,16.552,,,,,,,,,,,,,
9/15/2019 3:00,0,0,0,16.244,,,,,,,,,,,,,
9/15/2019 4:00,0,0,0,16.002,,,,,,,,,,,,,
9/15/2019 5:00,0,0,0,15.811,,,,,,,,,,,,,
9/15/2019 6:00,0.071,0.001,0.007,15.606,,,,,,,,,,,,,
9/15/2019 7:00,7.827,0.08,0.08,16.982,,,,,,,,,,,,,
9/15/2019 8:00,22.704,0.363,0.084,19.769,,,,,,,,,,,,,
9/15/2019 9:00,33.589,0.606,0.087,23.126,,,,,,,,,,,,,
9/15/2019 10:00,40.888,0.795,0.092,26.498,,,,,,,,,,,,,
9/15/2019 11:00,45.031,0.917,0.096,28.872,,,,,,,,,,,,,
9/15/2019 12:00,46.178,0.955,0.1,30.361,,,,,,,,,,,,,
9/15/2019 13:00,44.337,0.902,0.106,31.115,,,,,,,,,,,,,
9/15/2019 14:00,39.84,0.775,0.11,31.226,,,,,,,,,,,,,
9/15/2019 15:00,31.897,0.561,0.121,30.715,,,,,,,,,,,,,
9/15/2019 16:00,19.666,0.262,0.144,29.459,,,,,,,,,,,,,
9/15/2019 17:00,8.732,0.085,0.1,27.721,,,,,,,,,,,,,
9/15/2019 18:00,0.383,0.003,0.015,25.174,,,,,,,,,,,,,
9/15/2019 19:00,0,0,0,22.953,,,,,,,,,,,,,
9/15/2019 20:00,0,0,0,21.34,,,,,,,,,,,,,
9/15/2019 21:00,0,0,0,20.117,,,,,,,,,,,,,
9/15/2019 22:00,0,0,0,19.129,,,,,,,,,,,,,
9/15/2019 23:00,0,0,0,18.15,,,,,,,,,,,,,
9/16/2019 0:00,0,0,0,17.262,,,,,,,,,,,,,
9/16/2019 1:00,0,0,0,16.721,,,,,,,,,,,,,
9/16/2019 2:00,0,0,0,16.444,,,,,,,,,,,,,
9/16/2019 3:00,0,0,0,16.217,,,,,,,,,,,,,
9/16/2019 4:00,0,0,0,16.047,,,,,,,,,,,,,
9/16/2019 5:00,0,0,0,15.891,,,,,,,,,,,,,
9/16/2019 6:00,0.06,0.001,0.007,15.749,,,,,,,,,,,,,
9/16/2019 7:00,7.344,0.067,0.084,17.095,,,,,,,,,,,,,
9/16/2019 8:00,21.796,0.333,0.096,19.812,,,,,,,,,,,,,
9/16/2019 9:00,33.272,0.594,0.092,23.071,,,,,,,,,,,,,
9/16/2019 10:00,40.761,0.786,0.095,25.958,,,,,,,,,,,,,
9/16/2019 11:00,45.061,0.911,0.097,28.111,,,,,,,,,,,,,
9/16/2019 12:00,46.487,0.96,0.099,29.53,,,,,,,,,,,,,
9/16/2019 13:00,44.843,0.914,0.102,30.189,,,,,,,,,,,,,
9/16/2019 14:00,39.862,0.768,0.112,30.13,,,,,,,,,,,,,
9/16/2019 15:00,32.153,0.567,0.117,29.426,,,,,,,,,,,,,
9/16/2019 16:00,22.391,0.352,0.108,28.17,,,,,,,,,,,,,
9/16/2019 17:00,9.68,0.111,0.091,26.227,,,,,,,,,,,,,
9/16/2019 18:00,0.445,0.004,0.015,23.663,,,,,,,,,,,,,
9/16/2019 19:00,0,0,0,21.642,,,,,,,,,,,,,
9/16/2019 20:00,0,0,0,20.253,,,,,,,,,,,,,
9/16/2019 21:00,0,0,0,19.143,,,,,,,,,,,,,
9/16/2019 22:00,0,0,0,18.201,,,,,,,,,,,,,
9/16/2019 23:00,0,0,0,17.315,,,,,,,,,,,,,
9/17/2019 0:00,0,0,0,16.584,,,,,,,,,,,,,
9/17/2019 1:00,0,0,0,16.019,,,,,,,,,,,,,
9/17/2019 2:00,0,0,0,15.648,,,,,,,,,,,,,
9/17/2019 3:00,0,0,0,15.365,,,,,,,,,,,,,
9/17/2019 4:00,0,0,0,15.185,,,,,,,,,,,,,
9/17/2019 5:00,0,0,0,15.052,,,,,,,,,,,,,
9/17/2019 6:00,0.104,0.002,0.007,14.972,,,,,,,,,,,,,
9/17/2019 7:00,8.727,0.107,0.07,16.77,,,,,,,,,,,,,
9/17/2019 8:00,23.282,0.387,0.073,20.074,,,,,,,,,,,,,
9/17/2019 9:00,34.295,0.634,0.076,23.323,,,,,,,,,,,,,
9/17/2019 10:00,41.415,0.813,0.084,25.951,,,,,,,,,,,,,
9/17/2019 11:00,45.4,0.927,0.09,28.011,,,,,,,,,,,,,
9/17/2019 12:00,46.404,0.961,0.096,29.548,,,,,,,,,,,,,
9/17/2019 13:00,45.025,0.928,0.096,30.52,,,,,,,,,,,,,
9/17/2019 14:00,40.437,0.8,0.098,30.715,,,,,,,,,,,,,
9/17/2019 15:00,33.495,0.624,0.095,30.186,,,,,,,,,,,,,
9/17/2019 16:00,22.331,0.359,0.102,28.775,,,,,,,,,,,,,
9/17/2019 17:00,10.465,0.137,0.081,26.764,,,,,,,,,,,,,
9/17/2019 18:00,0.431,0.004,0.015,24.227,,,,,,,,,,,,,
9/17/2019 19:00,0,0,0,22.259,,,,,,,,,,,,,
9/17/2019 20:00,0,0,0,20.863,,,,,,,,,,,,,
9/17/2019 21:00,0,0,0,19.831,,,,,,,,,,,,,
9/17/2019 22:00,0,0,0,18.927,,,,,,,,,,,,,
9/17/2019 23:00,0,0,0,18.078,,,,,,,,,,,,,
9/18/2019 0:00,0,0,0,17.278,,,,,,,,,,,,,
9/18/2019 1:00,0,0,0,16.601,,,,,,,,,,,,,
9/18/2019 2:00,0,0,0,16.105,,,,,,,,,,,,,
9/18/2019 3:00,0,0,0,15.641,,,,,,,,,,,,,
9/18/2019 4:00,0,0,0,15.256,,,,,,,,,,,,,
9/18/2019 5:00,0,0,0,14.84,,,,,,,,,,,,,
9/18/2019 6:00,0.061,0.001,0.007,14.538,,,,,,,,,,,,,
9/18/2019 7:00,6.808,0.054,0.087,15.784,,,,,,,,,,,,,
9/18/2019 8:00,20.875,0.299,0.11,18.777,,,,,,,,,,,,,
9/18/2019 9:00,32.571,0.564,0.102,22.141,,,,,,,,,,,,,
9/18/2019 10:00,40.609,0.772,0.099,24.914,,,,,,,,,,,,,
9/18/2019 11:00,45.241,0.909,0.098,27.093,,,,,,,,,,,,,
9/18/2019 12:00,46.74,0.963,0.097,28.695,,,,,,,,,,,,,
9/18/2019 13:00,45.597,0.941,0.093,29.691,,,,,,,,,,,,,
9/18/2019 14:00,41.631,0.839,0.087,30.069,,,,,,,,,,,,,
9/18/2019 15:00,34.602,0.662,0.082,29.77,,,,,,,,,,,,,
9/18/2019 16:00,24.477,0.431,0.076,28.728,,,,,,,,,,,,,
9/18/2019 17:00,11.264,0.162,0.071,26.951,,,,,,,,,,,,,
9/18/2019 18:00,0.426,0.003,0.015,24.629,,,,,,,,,,,,,
9/18/2019 19:00,0,0,0,22.679,,,,,,,,,,,,,
9/18/2019 20:00,0,0,0,21.069,,,,,,,,,,,,,
9/18/2019 21:00,0,0,0,19.765,,,,,,,,,,,,,
9/18/2019 22:00,0,0,0,18.724,,,,,,,,,,,,,
9/18/2019 23:00,0,0,0,17.805,,,,,,,,,,,,,
9/19/2019 0:00,0,0,0,16.92,,,,,,,,,,,,,
9/19/2019 1:00,0,0,0,16.27,,,,,,,,,,,,,
9/19/2019 2:00,0,0,0,15.789,,,,,,,,,,,,,
9/19/2019 3:00,0,0,0,15.428,,,,,,,,,,,,,
9/19/2019 4:00,0,0,0,15.183,,,,,,,,,,,,,
9/19/2019 5:00,0,0,0,14.969,,,,,,,,,,,,,
9/19/2019 6:00,0.101,0.002,0.007,14.785,,,,,,,,,,,,,
9/19/2019 7:00,8.587,0.102,0.071,16.305,,,,,,,,,,,,,
9/19/2019 8:00,23.589,0.396,0.069,19.495,,,,,,,,,,,,,
9/19/2019 9:00,34.428,0.638,0.073,22.94,,,,,,,,,,,,,
9/19/2019 10:00,41.831,0.828,0.078,25.647,,,,,,,,,,,,,
9/19/2019 11:00,46.037,0.951,0.082,27.72,,,,,,,,,,,,,
9/19/2019 12:00,47.258,0.994,0.085,29.194,,,,,,,,,,,,,
9/19/2019 13:00,45.898,0.961,0.084,30.089,,,,,,,,,,,,,
9/19/2019 14:00,41.783,0.85,0.082,30.319,,,,,,,,,,,,,
9/19/2019 15:00,34.33,0.657,0.081,29.889,,,,,,,,,,,,,
9/19/2019 16:00,24.065,0.42,0.078,28.732,,,,,,,,,,,,,
9/19/2019 17:00,11.177,0.163,0.069,26.844,,,,,,,,,,,,,
9/19/2019 18:00,0.496,0.005,0.015,24.17,,,,,,,,,,,,,
9/19/2019 19:00,0,0,0,22.113,,,,,,,,,,,,,
9/19/2019 20:00,0,0,0,20.711,,,,,,,,,,,,,
9/19/2019 21:00,0,0,0,19.605,,,,,,,,,,,,,
9/19/2019 22:00,0,0,0,18.671,,,,,,,,,,,,,
9/19/2019 23:00,0,0,0,17.784,,,,,,,,,,,,,
9/20/2019 0:00,0,0,0,16.882,,,,,,,,,,,,,
9/20/2019 1:00,0,0,0,16.192,,,,,,,,,,,,,
9/20/2019 2:00,0,0,0,15.718,,,,,,,,,,,,,
9/20/2019 3:00,0,0,0,15.418,,,,,,,,,,,,,
9/20/2019 4:00,0,0,0,15.177,,,,,,,,,,,,,
9/20/2019 5:00,0,0,0,14.901,,,,,,,,,,,,,
9/20/2019 6:00,0.084,0.001,0.007,14.696,,,,,,,,,,,,,
9/20/2019 7:00,7.874,0.08,0.08,16.147,,,,,,,,,,,,,
9/20/2019 8:00,22.44,0.354,0.087,19.199,,,,,,,,,,,,,
9/20/2019 9:00,33.492,0.6,0.088,22.512,,,,,,,,,,,,,
9/20/2019 10:00,41.02,0.792,0.091,25.274,,,,,,,,,,,,,
9/20/2019 11:00,45.356,0.918,0.094,27.374,,,,,,,,,,,,,
9/20/2019 12:00,46.762,0.967,0.095,28.858,,,,,,,,,,,,,
9/20/2019 13:00,45.41,0.935,0.094,29.737,,,,,,,,,,,,,
9/20/2019 14:00,41.31,0.826,0.091,29.954,,,,,,,,,,,,,
9/20/2019 15:00,34.319,0.651,0.085,29.539,,,,,,,,,,,,,
9/20/2019 16:00,24.025,0.414,0.082,28.364,,,,,,,,,,,,,
9/20/2019 17:00,10.62,0.142,0.078,26.458,,,,,,,,,,,,,
9/20/2019 18:00,0.488,0.004,0.016,24.049,,,,,,,,,,,,,
9/20/2019 19:00,0,0,0,22.148,,,,,,,,,,,,,
9/20/2019 20:00,0,0,0,20.856,,,,,,,,,,,,,
9/20/2019 21:00,0,0,0,19.807,,,,,,,,,,,,,
9/20/2019 22:00,0,0,0,18.9,,,,,,,,,,,,,
9/20/2019 23:00,0,0,0,18.058,,,,,,,,,,,,,
9/21/2019 0:00,0,0,0,17.232,,,,,,,,,,,,,
9/21/2019 1:00,0,0,0,16.444,,,,,,,,,,,,,
9/21/2019 2:00,0,0,0,15.857,,,,,,,,,,,,,
9/21/2019 3:00,0,0,0,15.381,,,,,,,,,,,,,
9/21/2019 4:00,0,0,0,14.987,,,,,,,,,,,,,
9/21/2019 5:00,0,0,0,14.698,,,,,,,,,,,,,
9/21/2019 6:00,0.114,0.002,0.008,14.509,,,,,,,,,,,,,
9/21/2019 7:00,8.668,0.102,0.072,16.003,,,,,,,,,,,,,
9/21/2019 8:00,23.721,0.397,0.07,19.239,,,,,,,,,,,,,
9/21/2019 9:00,34.543,0.639,0.075,22.797,,,,,,,,,,,,,
9/21/2019 10:00,41.892,0.828,0.081,25.671,,,,,,,,,,,,,
9/21/2019 11:00,46.032,0.949,0.085,27.889,,,,,,,,,,,,,
9/21/2019 12:00,47.107,0.987,0.089,29.459,,,,,,,,,,,,,
9/21/2019 13:00,45.645,0.951,0.089,30.41,,,,,,,,,,,,,
9/21/2019 14:00,41.462,0.837,0.088,30.718,,,,,,,,,,,,,
9/21/2019 15:00,33.128,0.61,0.1,30.239,,,,,,,,,,,,,
9/21/2019 16:00,21.84,0.339,0.112,29.119,,,,,,,,,,,,,
9/21/2019 17:00,9.352,0.102,0.094,27.406,,,,,,,,,,,,,
9/21/2019 18:00,0.401,0.002,0.015,25.169,,,,,,,,,,,,,
9/21/2019 19:00,0,0,0,23.121,,,,,,,,,,,,,
9/21/2019 20:00,0,0,0,21.624,,,,,,,,,,,,,
9/21/2019 21:00,0,0,0,20.434,,,,,,,,,,,,,
9/21/2019 22:00,0,0,0,19.394,,,,,,,,,,,,,
9/21/2019 23:00,0,0,0,18.34,,,,,,,,,,,,,
9/22/2019 0:00,0,0,0,17.244,,,,,,,,,,,,,
9/22/2019 1:00,0,0,0,16.426,,,,,,,,,,,,,
9/22/2019 2:00,0,0,0,15.825,,,,,,,,,,,,,
9/22/2019 3:00,0,0,0,15.452,,,,,,,,,,,,,
9/22/2019 4:00,0,0,0,15.148,,,,,,,,,,,,,
9/22/2019 5:00,0,0,0,14.825,,,,,,,,,,,,,
9/22/2019 6:00,0.125,0.002,0.008,14.458,,,,,,,,,,,,,
9/22/2019 7:00,8.59,0.1,0.073,15.963,,,,,,,,,,,,,
9/22/2019 8:00,23.48,0.389,0.073,19.153,,,,,,,,,,,,,
9/22/2019 9:00,34.251,0.63,0.077,23.026,,,,,,,,,,,,,
9/22/2019 10:00,41.56,0.82,0.083,26.199,,,,,,,,,,,,,
9/22/2019 11:00,45.698,0.942,0.087,28.46,,,,,,,,,,,,,
9/22/2019 12:00,46.919,0.984,0.09,29.953,,,,,,,,,,,,,
9/22/2019 13:00,45.479,0.949,0.09,30.828,,,,,,,,,,,,,
9/22/2019 14:00,41.289,0.835,0.089,31.116,,,,,,,,,,,,,
9/22/2019 15:00,33.585,0.631,0.093,30.729,,,,,,,,,,,,,
9/22/2019 16:00,22.364,0.362,0.102,29.61,,,,,,,,,,,,,
9/22/2019 17:00,10.249,0.13,0.085,27.849,,,,,,,,,,,,,
9/22/2019 18:00,0.392,0.002,0.015,25.385,,,,,,,,,,,,,
9/22/2019 19:00,0,0,0,23.253,,,,,,,,,,,,,
9/22/2019 20:00,0,0,0,21.588,,,,,,,,,,,,,
9/22/2019 21:00,0,0,0,20.306,,,,,,,,,,,,,
9/22/2019 22:00,0,0,0,19.231,,,,,,,,,,,,,
9/22/2019 23:00,0,0,0,18.118,,,,,,,,,,,,,
9/23/2019 0:00,0,0,0,17.006,,,,,,,,,,,,,
9/23/2019 1:00,0,0,0,16.032,,,,,,,,,,,,,
9/23/2019 2:00,0,0,0,15.3,,,,,,,,,,,,,
9/23/2019 3:00,0,0,0,14.655,,,,,,,,,,,,,
9/23/2019 4:00,0,0,0,14.191,,,,,,,,,,,,,
9/23/2019 5:00,0,0,0,13.954,,,,,,,,,,,,,
9/23/2019 6:00,0.106,0.001,0.008,13.829,,,,,,,,,,,,,
9/23/2019 7:00,8.08,0.082,0.081,15.547,,,,,,,,,,,,,
9/23/2019 8:00,22.922,0.365,0.085,18.815,,,,,,,,,,,,,
9/23/2019 9:00,33.93,0.611,0.087,22.305,,,,,,,,,,,,,
9/23/2019 10:00,41.303,0.802,0.091,25.693,,,,,,,,,,,,,
9/23/2019 11:00,45.458,0.926,0.095,28.291,,,,,,,,,,,,,
9/23/2019 12:00,46.747,0.974,0.096,30.057,,,,,,,,,,,,,
9/23/2019 13:00,45.236,0.937,0.097,31.153,,,,,,,,,,,,,
9/23/2019 14:00,40.902,0.818,0.097,31.586,,,,,,,,,,,,,
9/23/2019 15:00,32.32,0.58,0.115,31.226,,,,,,,,,,,,,
9/23/2019 16:00,20.404,0.285,0.138,30.112,,,,,,,,,,,,,
9/23/2019 17:00,8.202,0.068,0.107,28.346,,,,,,,,,,,,,
9/23/2019 18:00,0.272,0.001,0.014,26.001,,,,,,,,,,,,,
9/23/2019 19:00,0,0,0,23.841,,,,,,,,,,,,,
9/23/2019 20:00,0,0,0,21.974,,,,,,,,,,,,,
9/23/2019 21:00,0,0,0,20.474,,,,,,,,,,,,,
9/23/2019 22:00,0,0,0,19.331,,,,,,,,,,,,,
9/23/2019 23:00,0,0,0,18.427,,,,,,,,,,,,,
9/24/2019 0:00,0,0,0,17.747,,,,,,,,,,,,,
9/24/2019 1:00,0,0,0,17.216,,,,,,,,,,,,,
9/24/2019 2:00,0,0,0,16.797,,,,,,,,,,,,,
9/24/2019 3:00,0,0,0,16.523,,,,,,,,,,,,,
9/24/2019 4:00,0,0,0,16.254,,,,,,,,,,,,,
9/24/2019 5:00,0,0,0,15.969,,,,,,,,,,,,,
9/24/2019 6:00,0.098,0.001,0.008,15.779,,,,,,,,,,,,,
9/24/2019 7:00,7.947,0.082,0.08,17.163,,,,,,,,,,,,,
9/24/2019 8:00,22.342,0.354,0.086,19.92,,,,,,,,,,,,,
9/24/2019 9:00,34.051,0.624,0.08,23.203,,,,,,,,,,,,,
9/24/2019 10:00,41.492,0.816,0.084,26.105,,,,,,,,,,,,,
9/24/2019 11:00,45.707,0.94,0.087,28.297,,,,,,,,,,,,,
9/24/2019 12:00,46.608,0.97,0.093,29.775,,,,,,,,,,,,,
9/24/2019 13:00,45.423,0.944,0.091,30.644,,,,,,,,,,,,,
9/24/2019 14:00,41.386,0.837,0.088,30.872,,,,,,,,,,,,,
9/24/2019 15:00,33.798,0.637,0.089,30.28,,,,,,,,,,,,,
9/24/2019 16:00,23.654,0.405,0.085,29.006,,,,,,,,,,,,,
9/24/2019 17:00,11.13,0.159,0.072,27.068,,,,,,,,,,,,,
9/24/2019 18:00,0.512,0.005,0.016,24.366,,,,,,,,,,,,,
9/24/2019 19:00,0,0,0,22.292,,,,,,,,,,,,,
9/24/2019 20:00,0,0,0,20.913,,,,,,,,,,,,,
9/24/2019 21:00,0,0,0,19.795,,,,,,,,,,,,,
9/24/2019 22:00,0,0,0,18.858,,,,,,,,,,,,,
9/24/2019 23:00,0,0,0,18.019,,,,,,,,,,,,,
9/25/2019 0:00,0,0,0,17.182,,,,,,,,,,,,,
9/25/2019 1:00,0,0,0,16.39,,,,,,,,,,,,,
9/25/2019 2:00,0,0,0,15.832,,,,,,,,,,,,,
9/25/2019 3:00,0,0,0,15.531,,,,,,,,,,,,,
9/25/2019 4:00,0,0,0,15.368,,,,,,,,,,,,,
9/25/2019 5:00,0,0,0,15.267,,,,,,,,,,,,,
9/25/2019 6:00,0.099,0.001,0.008,15.253,,,,,,,,,,,,,
9/25/2019 7:00,7.783,0.078,0.081,16.832,,,,,,,,,,,,,
9/25/2019 8:00,23.294,0.386,0.074,20.255,,,,,,,,,,,,,
9/25/2019 9:00,34.121,0.632,0.076,23.868,,,,,,,,,,,,,
9/25/2019 10:00,41.519,0.823,0.081,26.69,,,,,,,,,,,,,
9/25/2019 11:00,45.719,0.947,0.084,28.843,,,,,,,,,,,,,
9/25/2019 12:00,46.941,0.991,0.087,30.367,,,,,,,,,,,,,
9/25/2019 13:00,45.576,0.958,0.086,31.258,,,,,,,,,,,,,
9/25/2019 14:00,41.474,0.847,0.083,31.486,,,,,,,,,,,,,
9/25/2019 15:00,34.423,0.666,0.079,31.01,,,,,,,,,,,,,
9/25/2019 16:00,24.358,0.434,0.073,29.808,,,,,,,,,,,,,
9/25/2019 17:00,11.67,0.18,0.062,27.883,,,,,,,,,,,,,
9/25/2019 18:00,0.526,0.005,0.016,25.34,,,,,,,,,,,,,
9/25/2019 19:00,0,0,0,23.446,,,,,,,,,,,,,
9/25/2019 20:00,0,0,0,22.094,,,,,,,,,,,,,
9/25/2019 21:00,0,0,0,20.928,,,,,,,,,,,,,
9/25/2019 22:00,0,0,0,20.137,,,,,,,,,,,,,
9/25/2019 23:00,0,0,0,19.6,,,,,,,,,,,,,
9/26/2019 0:00,0,0,0,19.171,,,,,,,,,,,,,
9/26/2019 1:00,0,0,0,18.751,,,,,,,,,,,,,
9/26/2019 2:00,0,0,0,18.278,,,,,,,,,,,,,
9/26/2019 3:00,0,0,0,17.766,,,,,,,,,,,,,
9/26/2019 4:00,0,0,0,17.323,,,,,,,,,,,,,
9/26/2019 5:00,0,0,0,16.925,,,,,,,,,,,,,
9/26/2019 6:00,0.133,0.002,0.009,16.627,,,,,,,,,,,,,
9/26/2019 7:00,8.406,0.089,0.082,17.773,,,,,,,,,,,,,
9/26/2019 8:00,21.649,0.323,0.105,20.405,,,,,,,,,,,,,
9/26/2019 9:00,32.621,0.561,0.11,23.186,,,,,,,,,,,,,
9/26/2019 10:00,39.966,0.738,0.12,25.525,,,,,,,,,,,,,
9/26/2019 11:00,42.416,0.777,0.154,27.111,,,,,,,,,,,,,
9/26/2019 12:00,41.519,0.713,0.197,27.855,,,,,,,,,,,,,
9/26/2019 13:00,39.896,0.662,0.207,28.098,,,,,,,,,,,,,
9/26/2019 14:00,35.657,0.552,0.209,27.823,,,,,,,,,,,,,
9/26/2019 15:00,27.31,0.349,0.215,26.989,,,,,,,,,,,,,
9/26/2019 16:00,19.972,0.241,0.164,25.959,,,,,,,,,,,,,
9/26/2019 17:00,8.531,0.068,0.11,24.203,,,,,,,,,,,,,
9/26/2019 18:00,0.4,0.002,0.016,22.211,,,,,,,,,,,,,
9/26/2019 19:00,0,0,0,20.767,,,,,,,,,,,,,
9/26/2019 20:00,0,0,0,19.762,,,,,,,,,,,,,
9/26/2019 21:00,0,0,0,18.958,,,,,,,,,,,,,
9/26/2019 22:00,0,0,0,18.391,,,,,,,,,,,,,
9/26/2019 23:00,0,0,0,17.938,,,,,,,,,,,,,
9/27/2019 0:00,0,0,0,17.489,,,,,,,,,,,,,
9/27/2019 1:00,0,0,0,17.079,,,,,,,,,,,,,
9/27/2019 2:00,0,0,0,16.713,,,,,,,,,,,,,
9/27/2019 3:00,0,0,0,16.384,,,,,,,,,,,,,
9/27/2019 4:00,0,0,0,16.153,,,,,,,,,,,,,
9/27/2019 5:00,0,0,0,15.945,,,,,,,,,,,,,
9/27/2019 6:00,0.112,0.001,0.008,15.839,,,,,,,,,,,,,
9/27/2019 7:00,7.95,0.077,0.085,17.192,,,,,,,,,,,,,
9/27/2019 8:00,22.75,0.358,0.091,19.719,,,,,,,,,,,,,
9/27/2019 9:00,32.8,0.567,0.105,22.274,,,,,,,,,,,,,
9/27/2019 10:00,40.397,0.753,0.111,24.678,,,,,,,,,,,,,
9/27/2019 11:00,44.215,0.855,0.121,26.643,,,,,,,,,,,,,
9/27/2019 12:00,45.9,0.912,0.12,28.129,,,,,,,,,,,,,
9/27/2019 13:00,43.622,0.839,0.135,28.887,,,,,,,,,,,,,
9/27/2019 14:00,36.814,0.622,0.173,28.85,,,,,,,,,,,,,
9/27/2019 15:00,29.435,0.436,0.18,28.334,,,,,,,,,,,,,
9/27/2019 16:00,17.763,0.182,0.18,27.055,,,,,,,,,,,,,
9/27/2019 17:00,8.83,0.077,0.108,25.522,,,,,,,,,,,,,
9/27/2019 18:00,0.471,0.002,0.017,23.492,,,,,,,,,,,,,
9/27/2019 19:00,0,0,0,21.851,,,,,,,,,,,,,
9/27/2019 20:00,0,0,0,20.631,,,,,,,,,,,,,
9/27/2019 21:00,0,0,0,19.645,,,,,,,,,,,,,
9/27/2019 22:00,0,0,0,18.8,,,,,,,,,,,,,
9/27/2019 23:00,0,0,0,18.006,,,,,,,,,,,,,
9/28/2019 0:00,0,0,0,17.237,,,,,,,,,,,,,
9/28/2019 1:00,0,0,0,16.541,,,,,,,,,,,,,
9/28/2019 2:00,0,0,0,16.026,,,,,,,,,,,,,
9/28/2019 3:00,0,0,0,15.584,,,,,,,,,,,,,
9/28/2019 4:00,0,0,0,15.184,,,,,,,,,,,,,
9/28/2019 5:00,0,0,0,14.832,,,,,,,,,,,,,
9/28/2019 6:00,0.133,0.002,0.009,14.6,,,,,,,,,,,,,
9/28/2019 7:00,8.869,0.102,0.076,16.112,,,,,,,,,,,,,
9/28/2019 8:00,23.034,0.372,0.083,19.981,,,,,,,,,,,,,
9/28/2019 9:00,33.359,0.598,0.093,23.984,,,,,,,,,,,,,
9/28/2019 10:00,40.164,0.764,0.106,26.883,,,,,,,,,,,,,
9/28/2019 11:00,43.728,0.858,0.119,29.014,,,,,,,,,,,,,
9/28/2019 12:00,44.686,0.886,0.128,30.516,,,,,,,,,,,,,
9/28/2019 13:00,42.107,0.802,0.145,31.353,,,,,,,,,,,,,
9/28/2019 14:00,37.931,0.689,0.149,31.679,,,,,,,,,,,,,
9/28/2019 15:00,28.297,0.416,0.184,31.218,,,,,,,,,,,,,
9/28/2019 16:00,18.749,0.222,0.167,30.269,,,,,,,,,,,,,
9/28/2019 17:00,8.688,0.079,0.106,28.809,,,,,,,,,,,,,
9/28/2019 18:00,0.469,0.002,0.017,26.193,,,,,,,,,,,,,
9/28/2019 19:00,0,0,0,24.057,,,,,,,,,,,,,
9/28/2019 20:00,0,0,0,22.502,,,,,,,,,,,,,
9/28/2019 21:00,0,0,0,21.265,,,,,,,,,,,,,
9/28/2019 22:00,0,0,0,20.285,,,,,,,,,,,,,
9/28/2019 23:00,0,0,0,19.362,,,,,,,,,,,,,
9/29/2019 0:00,0,0,0,18.436,,,,,,,,,,,,,
9/29/2019 1:00,0,0,0,17.536,,,,,,,,,,,,,
9/29/2019 2:00,0,0,0,16.763,,,,,,,,,,,,,
9/29/2019 3:00,0,0,0,16.161,,,,,,,,,,,,,
9/29/2019 4:00,0,0,0,15.766,,,,,,,,,,,,,
9/29/2019 5:00,0,0,0,15.335,,,,,,,,,,,,,
9/29/2019 6:00,0.151,0.002,0.009,15.061,,,,,,,,,,,,,
9/29/2019 7:00,8.812,0.1,0.078,16.763,,,,,,,,,,,,,
9/29/2019 8:00,22.087,0.338,0.097,20.15,,,,,,,,,,,,,
9/29/2019 9:00,32.569,0.566,0.107,23.98,,,,,,,,,,,,,
9/29/2019 10:00,39.393,0.733,0.119,27.201,,,,,,,,,,,,,
9/29/2019 11:00,43.303,0.841,0.128,29.536,,,,,,,,,,,,,
9/29/2019 12:00,44.162,0.865,0.138,31.028,,,,,,,,,,,,,
9/29/2019 13:00,41.934,0.792,0.153,31.781,,,,,,,,,,,,,
9/29/2019 14:00,36.409,0.621,0.178,31.835,,,,,,,,,,,,,
9/29/2019 15:00,27.188,0.365,0.209,31.124,,,,,,,,,,,,,
9/29/2019 16:00,17.636,0.18,0.185,29.918,,,,,,,,,,,,,
9/29/2019 17:00,8.079,0.061,0.112,28.265,,,,,,,,,,,,,
9/29/2019 18:00,0.439,0.002,0.017,25.918,,,,,,,,,,,,,
9/29/2019 19:00,0,0,0,23.822,,,,,,,,,,,,,
9/29/2019 20:00,0,0,0,22.39,,,,,,,,,,,,,
9/29/2019 21:00,0,0,0,21.249,,,,,,,,,,,,,
9/29/2019 22:00,0,0,0,20.291,,,,,,,,,,,,,
9/29/2019 23:00,0,0,0,19.338,,,,,,,,,,,,,
9/30/2019 0:00,0,0,0,18.549,,,,,,,,,,,,,
